x,y,time
7.81127624493265,7.91454102597431,46.7
7.80531514666488,8.33552496174487,46.8
7.51965118836256,8.06398579510598,46.9
7.14174998773441,7.57337647001242,47
7.15054808593694,7.71271679693637,47.1
7.47709660302244,7.58566260597398,47.2
7.05935389035996,7.83992981711872,47.3
7.22770298987238,8.29476109554886,47.4
7.16902908815487,7.68356313463449,47.5
7.43791214705977,8.01088027818589,47.6
7.79909297064173,8.16338998169186,47.7
8.00555838181762,8.05404989490524,47.8
7.22371206352244,7.65930074305369,47.9
7.48853810212377,7.93395036612436,48
7.93172387770875,8.32194361143381,48.1
7.48168329988344,8.02876181905792,48.2
7.68943695402426,7.7599003354202,48.3
8.21728594401232,7.88715454534134,48.4
7.83203570924323,7.70390778770834,48.5
8.35565159064643,7.89557912120986,48.6
8.12318230420545,7.83748771430655,48.7
7.88548866285163,7.75987764445437,48.8
8.31044331260324,7.93935623254761,48.9
8.71871861079732,8.26977406143137,49
8.3714943690342,7.78869424432987,49.1
8.37899952039748,7.98381362749626,49.2
7.59651377163374,8.19068206572682,49.3
7.98319396267559,7.70264094397925,49.4
7.80872030881016,7.78977788905964,49.5
8.2323595663695,8.16801810509564,49.6
8.48018910552256,7.81699044454841,49.7
8.62068267092788,8.04652529511514,49.8
8.31466864969018,7.50476804533427,49.9
8.48423582657671,7.35788757253158,50
8.00259706206865,7.14991001553704,50.1
8.57954438851681,7.64843245405793,50.2
8.63942256534901,7.48942171151479,50.3
8.67948320758258,7.84151150512967,50.4
8.06640220144365,7.37820670612417,50.5
8.33832753426874,7.44538999511667,50.6
8.69451725849229,7.70509096053088,50.7
8.57314843342786,7.27045704778577,50.8
8.60068317242973,7.36253098784022,50.9
8.68307338452721,7.4718146778745,51
9.03080990478822,7.24087982897361,51.1
8.38558112851715,7.21019134038083,51.2
9.03807664043286,7.43218668832803,51.3
8.75807303525379,6.97108218133583,51.4
9.04283110522781,7.32130567461836,51.5
9.00199248712951,7.14721776762971,51.6
9.19793313674592,7.10611158888447,51.7
9.10078030797258,7.52514338372465,51.8
9.20471649584284,7.05521067888523,51.9
8.91132238937542,7.27328783912209,52
8.90045570498781,7.42579290122356,52.1
9.11112693045652,6.96613165210203,52.2
8.47240408660814,6.9771113595764,52.3
9.22692117415094,7.2610612073048,52.4
8.9094681950308,6.86982048295042,52.5
8.5242637219966,7.0217142900508,52.6
8.28841307891969,7.29527825951279,52.7
8.28127698236831,6.88623714939358,52.8
8.51986356607283,7.75841165358157,52.9
8.46924004358949,7.25183393874486,53
8.81232548969397,7.82173095994024,53.1
8.69085904747734,7.24715020807,53.2
8.6798286104526,7.58118672351056,53.3
8.79350031141829,7.01514945383903,53.4
8.99234391110665,7.25203200557597,53.5
8.67977687394782,7.40243733843241,53.6
8.75263623507677,7.64639089783932,53.7
9.03114716826389,6.88550848723165,53.8
8.81487865621359,7.70407071121372,53.9
9.31787790867474,7.54534725797333,54
9.42816427523807,7.79889001324732,54.1
9.34495879529375,7.89163304731126,54.2
9.39462301499419,7.4608556097134,54.3
9.42568453818963,7.36470167959722,54.4
9.27326959615161,7.35272512826762,54.5
9.40716830965029,7.29360619276756,54.6
9.89995294306398,6.93604719301303,54.7
9.83921221546772,6.95671686380274,54.8
9.85614888925881,7.30325518876634,54.9
10.1473196047769,7.47600368959563,55
9.89001810868583,7.05796097822653,55.1
9.98811258282098,7.19796443942983,55.2
9.21725935687654,7.30087328095594,55.3
10.232996160209,7.58462058813066,55.4
9.74431447519577,7.10704077223698,55.5
9.5703746782698,7.2027626712251,55.6
9.44577961326695,7.49541341640674,55.7
9.58433384803345,7.57506814201716,55.8
9.32515522399518,7.9138209115531,55.9
9.65234965156349,8.08650830054111,56
9.21018651341796,7.7210407390707,56.1
9.21378841233639,7.8030162003301,56.2
9.38556234698171,7.63187015278037,56.3
9.96985578508203,8.82398336648558,56.4
9.54777313487948,8.36925666627728,56.5
9.67367437085526,7.90979227689481,56.6
9.75193882837629,8.32409695584339,56.7
9.46681606465811,7.99134503241761,56.8
10.056531339258,8.37804060601369,56.9
9.67732019309419,7.94887764423557,57
9.73745228482325,8.00674052111894,57.1
9.6682322254214,7.83628511320177,57.2
9.92920973459849,7.95786681247096,57.3
9.28012737123028,7.88439994765635,57.4
9.64797139590188,7.61756005354035,57.5
10.2781085715085,7.2772281447194,57.6
9.59788788072065,7.66603993496888,57.7
9.63819591392005,8.1032281685036,57.8
9.84040386850766,7.7311020100896,57.9
9.83845205079918,7.27314893736582,58
9.51904210176912,7.97459062035458,58.1
9.54768237709112,8.14149426723093,58.2
10.2208589120018,7.62341258278434,58.3
9.99864440989379,7.50989159113319,58.4
9.87514619961946,7.51101195109899,58.5
10.0377704250643,7.99167003596611,58.6
10.0842753151881,8.16359246369127,58.7
9.56356852998487,8.14106984656059,58.8
10.1184423256263,7.94195555180385,58.9
9.54026284948026,8.32845602300319,59
9.92746170130998,7.75233764327587,59.1
9.9653006377403,8.11379326376024,59.2
9.25833477733142,7.70516337767762,59.3
9.4410247767812,7.57597637304531,59.4
9.86139642662807,8.01199306011149,59.5
9.61615549855165,7.86767808415559,59.6
9.43457414741424,8.22789253777025,59.7
9.32061434630526,7.97993925821103,59.8
9.1075447118507,8.56034906547768,59.9
8.91548554632751,8.24696801107547,60
8.58381107038483,8.63879048614159,60.1
8.76429120151932,8.09372166802336,60.2
8.86755627029278,8.25587500553838,60.3
9.13695428491956,8.47529510178923,60.4
9.02926594962775,7.94872232006558,60.5
9.13243956027868,8.14598105330584,60.6
8.83288337929766,8.05875132619986,60.7
8.89437834555241,8.06837684486877,60.8
9.54946231717269,8.00481359676047,60.9
8.68544725703983,8.95215825415594,61
8.97895588329972,8.11491700704171,61.1
8.83386231173058,8.61145889435416,61.2
8.80943161317246,8.03401468863036,61.3
8.56848597472438,8.30676937506713,61.4
8.3948688444955,8.24389836123612,61.5
8.29494428110672,8.20004562715631,61.6
8.83469253009982,8.28522086007349,61.7
8.86382534361181,8.09295376719881,61.8
8.4770341019242,7.9884706210144,61.9
9.11694918697824,8.50719034672402,62
8.46942163438884,8.49694460453428,62.1
8.24645829327836,8.60270132439553,62.2
8.47751526209611,8.62325120719124,62.3
7.98968972529729,8.47856414361508,62.4
7.88181730707202,8.49494897607327,62.5
8.18988587084263,8.23303972422426,62.6
7.58307252372035,7.88495492093076,62.7
7.93287311317808,8.16379495702263,62.8
7.84495523012734,7.84009814013577,62.9
7.39343438464693,8.23318788682528,63
8.32502029794819,7.92952825051202,63.1
7.38294874074357,7.93397626055954,63.2
7.90642982391043,8.27521539896914,63.3
7.98790827769313,8.10887298943176,63.4
7.35387496982179,8.47144514044719,63.5
7.57132159281641,8.52101239670225,63.6
8.49352289541922,8.40998895990097,63.7
7.72938904552186,8.21829173719435,63.8
8.03429637482324,8.24003533554725,63.9
7.6112225696111,8.2430586208821,64
7.75657947575759,8.45735613555467,64.1
7.43028353529863,8.57766825638405,64.2
7.13418438328267,8.41323440515638,64.3
7.28758718985727,8.85070540524145,64.4
7.05123281484126,8.34322541271377,64.5
7.39773788836373,8.25655881425814,64.6
7.30040696201075,8.49243748895386,64.7
7.71182148963298,8.28438065626107,64.8
8.07921982188123,8.76739256044519,64.9
8.11385125946423,8.40773578025781,65
8.2509498997152,8.34198199829031,65.1
7.82148550449226,8.42977178169784,65.2
7.92678852015268,8.53604893946947,65.3
8.11516852092922,8.21663000228916,65.4
8.40051802183574,8.59789689733675,65.5
8.05444825447236,8.53959280649517,65.6
7.70404384134594,9.13197806679757,65.7
8.07628022074259,8.39281985650739,65.8
8.38215759750477,8.70025725461972,65.9
7.8161064657003,8.36431417625975,66
8.02785482189863,8.5159579169516,66.1
8.10320605291913,8.02028866485386,66.2
7.71417905340589,8.5241578624061,66.3
7.90916233800428,8.61652570898892,66.4
8.60141201854517,8.28719831177245,66.5
8.15292769233616,8.17495402049307,66.6
8.167645479466,8.61366864691745,66.7
8.74630320111466,8.24400147774709,66.8
8.59968700459905,9.04738297524725,66.9
8.95402882918592,8.54184163888627,67
8.55011312964144,8.69986705475012,67.1
8.73616605444473,8.48200618460208,67.2
8.62637216251704,8.88308538126224,67.3
8.37318753583472,8.88891106986053,67.4
8.71669474751575,8.85176351438503,67.5
8.71751402682045,9.07281484015314,67.6
8.51253637394356,8.59764620012893,67.7
8.6790249195225,8.53270953598005,67.8
8.51503957937718,8.17715904622002,67.9
8.39862560055475,8.56151556730816,68
9.0232036007837,8.8157908652694,68.1
8.7653863968758,8.76013175163462,68.2
8.88885409102988,8.81936731573044,68.3
9.08851330341272,9.09268275774777,68.4
8.76428272107889,8.19512802934684,68.5
8.72785767207036,8.83521555900116,68.6
9.12095252115692,8.72651817243672,68.7
8.71557206504623,8.63506139887063,68.8
9.2353432423494,9.0938984034448,68.9
9.37131863956419,9.54220559613716,69
9.00309892222234,8.99697835897352,69.1
9.0039572522933,8.97449004583061,69.2
9.07754807336065,8.69142005109952,69.3
9.25845949373906,9.5783341569592,69.4
9.13632241483931,8.41556538597434,69.5
9.35488397872464,9.24144975196975,69.6
9.48597922106255,8.8675689428351,69.7
9.34759084183669,8.86294777252353,69.8
9.85363501873338,10.0720806465996,69.9
9.32452667563063,9.25195587418319,70
9.78197431431498,9.27824274776086,70.1
9.47914401078986,8.97234754297147,70.2
9.24503805782341,8.80952206556025,70.3
9.49118051071414,8.67036048515483,70.4
10.1554214302785,8.78220161979109,70.5
9.38147503366125,8.80617304696253,70.6
9.80915032354334,8.80572204518662,70.7
